pricePerUnit;brand;productType;identificationID;dimensions;title;quantityAvailable;mainImage;technicalSheetURL
19.6;Interface;Réemploi;240902-02;50x50;Transformation 1628065 Gabbro;49;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/1628065-Gabbro-orak-aQTv.png;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/1628065 Gabbro-JI2A.pdf
19.6;Forbo;Réemploi;240702-01;50x50;Tessera Layout 2108 Calcium;99;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/2108-calcium-orak-xsXN.png;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/2108 calcium-GQQT.pdf
16.8;Desso;Réemploi;240802-01;50x50;Libra Lines 9950;44;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/9950-orak-1-foRQ.png;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/9950-Ynru.pdf
19.6;Modulyss;Réemploi;240804-02;50x50;Fashion 241;550;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/48-241-50x50-A-YHUL.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/241-xdev.pdf
18.2;Tecsom;Réemploi;240802-02;50x50;Linear Spirit 045;134;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/LS-Ligne-045-saZv.png;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/DATASHEET_Tecsom_Linear Spirit_Ligné 045-RY0i.pdf
22.4;Milliken;Réemploi;240203-01;45.7x45.7;Tracing Landscapes Geography Lesson GLN13 Muddy Boots;48;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/GLN13-KaVy.png;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/GLN13 Muddy Boots-YXCW.pdf
19.6;Balsan;Réemploi;240701-03;50x50;Landscape Rift 610;44;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Balsan-Rift-610-orak-ysxw.png;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Rift 610-MdRw.pdf
25.2;Milliken;Réemploi;240603-02;50x50;Preface Adapt ADT 118-27 Coal;147;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/ADT118-27-MiUX.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/ADT 118-27 Coal-Iwn7.pdf
25.2;Milliken;Réemploi;GIZ2311010;50x50;Nordic Stories TTC108-13 Fjord;49;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/TTC108-13m-MF8e.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/TTC108-13-8NNx.pdf
24.5;Desso;Réemploi;250110-01-bloqué 09/09 welltek+re-you;50x50;Essence AA90 9926;195;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/9926-3dc5.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Desso Essence AA90 9926 Sound Master Lite-093l.pdf
28;Libertyfloor;Réemploi;240908-01;;LVT Original 55 6037 18 Noyer;20;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/liberty-original-55--1--HjU5.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Liberty Original 55 Fiche technique 0827A-5Y8Q.pdf
28;Libertyfloor;Réemploi;240908-02;;LVT Original 55 6037 19 Chêne grège;20;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/liberty-original-55-MThs.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Liberty Original 55 Fiche technique 0827A-5Y8Q.pdf
25.2;Shaw contract;Réemploi;240911-01;25x100;5T253 Rectangle 53597 Gunmetal;215;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/53597-Gunmetal-carre-1j7L.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/c3d9de59-3bac-4a8d-a84c-d725cd5a92e4.pdf
16.8;Interface;Réemploi;241001-02-DV1794;50x50;Linear Tonal 302109 Hawk;300;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/302109-Hawk-41Yk.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/302109 Hawk-bXsZ.pdf
20;Milliken;Fin de série;241103-01;50x50;Tracing Landscapes FSY153 Grey Moss;34;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Grey-Moss-FSY153-GC45.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Grey Moss FSY153-V1B8.pdf
19.6;Modulyss;Réemploi;241104-01;50x50;Cambridge 991;40;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/14-991-50x50-xA3A.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/CAMBRIDGE 991-SxLL.pdf
19.6;Modulyss;Réemploi;241104-02;50x50;Cambridge 907;60;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/907-r0tG.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/CAMBRIDGE 991-SxLL.pdf
15.4;Interface;Réemploi;241105-01-DV1794;50x50;Transformation 345523 Plantation;190;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/transformation-plantation-va1-PAFM.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Plantation-vRNQ.pdf
16;Forbo;Fin de série;SAPE_2;50x50;Tessera Basis Pro Jet 4351;30;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Jet-4351-Ydfn.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/DATASHEET_Forbo_Tessera Basics Pro_Jet 4351[ORAK_&_OPTIMALKARPET_20250227_155956]-dOVD.pdf
16;Balsan;Fin de série;SAPE_3;50x50;Winter 938;120;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/300-dpi-403c0201-sample-carpet-winter-938-grey-TNnX.webp;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/DATASHEET_Balsan_Winter_938[ORAK_&_OPTIMALKARPET_20250227_154139]-Y0tT.pdf
15.4;Desso;Réemploi;240307-01;50x50;Scape 2943;38;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/desso-2943-bi4p.png;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/DESSO_Scape_2943-zvmP.pdf
16.8;;Réemploi;240902-03;50x50;Tapibel Groove 62162;90;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/GROOVE-62162-eE8A.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Tapibel_Groove_62162-qxty.pdf
16.8;Interface;Réemploi;241001-01;50x50;Equilibrium 304282 Fluctuation;83;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/304282-1-EISZ.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/DATASHEET_Interface_Equilibrium_304282 Fluctuation-iF3T.pdf
19.6;Desso;Réemploi;241109-01;50x50;Neo SoundMaster 9990;371;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Desso-Neo-9990-ZK1n.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Desso Neo SoundMaster 9990 Datasheet-pLLr.pdf
15.4;Desso;Réemploi;241109-02;50x50;Sienna 9531;227;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/SIENNA-DE-TAIL-CARRE--Cgdj.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/DATASHEET_DESSO_Sienna_9531-kMdN.pdf
19.6;Desso;Réemploi;241204-01;50x50;Fields 9098;274;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/TH-Fields-9098-z3LV.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/DATASHEET_DESSO_Fields_B751 9098-9JDE.pdf
22.4;Desso;Réemploi;241204-02;50x50;Frisk 9512;138;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/frisk-9512-kv5K.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Desso Frisk 9512-Rglb.pdf
9;Tecsom;Fin de série;4700 elegance_atelier_d;50x50;4700 Elegance 032;900;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/0032-T5KR.png;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/DATASHEET_Tecsom_4700 Elegance_032-j6cp.pdf
9;Tecsom;Fin de série;3580 City Square 029_atelier_dm;50x50;3580 City Square 029;500;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/029-yBiF.png;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/DATASHEET_Tecsom_3580 City Square-NWNG.pdf
25.2;Balsan;Produit à venir;250204-01-attente nettoyage;50x50;Stoneage Sonic Confort 150;403;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Infini-Colors-STONEAGE-SONIC-CONFO-150-BLUE-ao95.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Balsan Stoneage Sonic Confort Datasheet-WQqh.pdf
15.4;Interface;Réemploi;250304-01-pour icade;50x50;Series 1 Textured 4202005 Hessian;142;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/4848-1-768-fjTY.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Interface Series 1 Textured-I7M3.pdf
16.8;Tecsom;Réemploi;240705-01;50x50;Decostructure Ceramic 171;96;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/IMG-0362-JjYC.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/DATASHEET_Tecsom_Decostructure Ceramic_171-MpR1.pdf
16.8;Balsan;Réemploi;241107-01;50x50;Dada 960;56;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/dada-960-ferB.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/DATASHEET_Balsan_Carré D'Art_DADA 960-yj2V.pdf
19.6;Desso;Réemploi;250201-01;50x50;Neo 9990;622;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Desso-Neo-9990-ZK1n.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Desso Neo 9990-OdRT.pdf
16.8;Interface;Réemploi;241109-05;50x50;Heuga 727 672713 Oyster;165;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/672713-FDRc.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Heuga 727 Refresh Oyster-oHMG.pdf
19.6;Desso;Produit à venir;241202-02-attente nettoyage;50x50;Neo 9032;55;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Desso-Neo-9053-jjs9.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Desso Neo 9053-GU3N.pdf
19.6;Desso;Produit à venir;241202-05-attente nettoyage;50x50;Neo 9511;55;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/9f00bff6-4add-464c-a97d-441542fb7e2f-2-oP0l.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Desso Neo 9511-TOPX.pdf
19.6;Desso;Produit à venir;241202-07-attente nettoyage;50x50;Neo 9501;43;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Desso-Neo-9501-PoEC.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Desso Neo 9501-pkM2.pdf
16.8;Interface;Réemploi;250101-01;50x50;Syncopation II 324108 Pitch;71;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/SYNCOPATION-II-324108-1qTg.jpeg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Syncopation II Pitch-XQMC.pdf
25.2;Balsan;Réemploi;250111-02;50x50;Take a Walk 610;28;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/300-dpi-4C5T0091-Sample-carpet-TAKE-A-WALK-610-BEIGE-YZHI.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Balsan Take a Walk Datasheet-JMZT.pdf
25.2;Balsan;Réemploi;250111-03;50x50;Stoneage 920;120;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/910-detail-b6Mn.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Balsan Stoneage Datasheet-5nFp.pdf
25.2;Interface;Réemploi;250202-02;50x50;Composure 4169017 Seclusion;27;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Interface-Composure-7zK4.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Interface Composure (1)-tyec.pdf
18.2;Tecsom;Réemploi;250306-01;50x50;Microtec 062 Beige Acoustique;205;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/img--18--O8cf.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Tecsom Acoustique Beige-ntt0.pdf
21.5;Desso;Produit à venir;2312005-2_attente nettoyage;50x50;Essence 8904 Sound Master;515;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/THP-Essence-8904-5MYs.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/55f5aa44-f836-4326-8015-69042dbec6bd.pdf
25.2;Balsan;Produit à venir;250501-01_attente nettoyage-+ -198 11/09-composil+ 900 jonas;50x50;Tramontane 920;283;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/balsan-tramontane-920-8OFM.jpeg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/DATASHEET_Balsan_Tramontane_920-5T7l.pdf
25.2;Desso;Produit à venir;250404-02_attente nettoyage;50x50;Desert AC89 1321;125;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Desso-Desert-Soundmaster-UpF9.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Desso Desert SoundMaster-zkxf.pdf
22.4;Milliken;Produit à venir;250401-01;50x50;Nordic Stories Isograd Dark Dansk;170;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/igd79-133l-qJx7.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/DATASHEET_MILLIKEN_Nordic Stories - Europe - Isograd_IGD79-133 Dark Dansk-kppz.pdf
22.4;Milliken;Produit à venir;250401-02-attente nettoyage;45.7x45.7;Nordic Stories Isograd Dark Dansk;958;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/igd79-133l-qJx7.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Miliken Nordic Stories (1)-1dr9.pdf
21;Ege;Produit à venir;250305-01-attente nettoyage;48x48;Rouge;175;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/ege-anyl.png;
22.4;Desso;Produit à venir;250604-01_attente nettoyage;50x50;Desert 9518;240;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/TH-Desert-9518-6izQ.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/DATASHEET_DESSO_Desert_ AC89 9518-Xe4L.pdf
26;Milliken;Produit à venir;250402-02-attente nettoyage;50x50;Facet FCT119-13 Onyx;650;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/5282fda6-4cd7-43f0-8b90-70df4b774dcf-gZgG.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Milliken Facet FCT119-13 Onyx-8jhU.pdf
22.4;Desso;Produit à venir;250402-03;50x50;Grain 9506;61;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/TH-Grain-9506-gxBE.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Desso Grain B867 9506-kqR3.pdf
19.6;Desso;Réemploi;250605-01;50x50;Essence 2925;386;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/TH-Essence-2925-DCsn.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Desso Essence AA90 2925-GCLS.pdf
24.5;Milliken;Produit à venir;250402-01;45.7x45.7;Laylines LLN159-182 Sapphire;217;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/LLN159-182-Sapphire-DXXK.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/DATASHEET_MILLIKEN_Laylines - 45,7x45,7_LLN159-182 Sapphire-zbWX.pdf
26.2;Balsan;Produit à venir;250402-04;50x50;Stoneage 190;234;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/STONEAGE-SONIC-CONFO-190-BLUE-Jftk.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Balsan Stoneage Sonic Confort Datasheet-DbpY.pdf
19.6;Interface;Produit à venir;250702-01-attente nettoyage;50x50;Unity 1136055 Bone;327;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/1136055bone-nbVG.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Interface Unity-Fj36.pdf
19.6;Interface;Produit à venir;250702-02-attente nettoyage;50x50;Unity 1136003 Boulder;115;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Interface-Unity-1136003-Boulder-9sz6.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Interface Unity Boulder-pMgs.pdf
19.6;Interface;Produit à venir;250702-03-attente nettoyage;50x50;Unity 1136059 Pebble;50;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Unity-1136059-Pebble-SYW0.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Interface Unity Pebble-9QaR.pdf
25.2;Interface;Réemploi;250707-01;50x50;Composure Harmonious;158;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/INTERFACE-COMPOSURE-HARMONIOUS-de-tail-x1LW.jpeg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Interface Composure (1)-Bs4c.pdf
18.2;Desso;Produit à venir;250603-01;50x50;Natural Nuances AA15 9820;65;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/natural-nuances-aa15-9820--31972-WQ97.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Desso Natural Nuances AA15-04o5.pdf
19.6;Desso;Réemploi;250706-01;50x50;Fields 9098;120;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/TH-Fields-9098-z3LV.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/DATASHEET_DESSO_Fields_B751 9098-9JDE.pdf
25.2;Balsan;Produit à venir;250802-01;50x50;Tramontane 610;543;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/ramontane-610-beige-r0Oo.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Balsan Tramontane 610 Datasheet-sK5J.pdf
28;Milliken;Réemploi;250805-01;50x50;Clerkenwell EC1 The Smokery CEC 152;109;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Milliken-Clerkenwell-The-Smokery-1rPC.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Miliken Clerkenwell The Smokery-g1Bu.pdf
19.6;Modulyss;Produit à venir;250806-01;50x50;DSGN Absolute 912;450;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/33-912-50x50-A-OVQr.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Modulyss Absolute 912 (1)-GiRh.pdf
19.6;Desso;Produit à venir;250902-01;50x50;Grids 2915;800;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Grids-2915-iGbD.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Desso Grids-1Aic.pdf
22.4;Interface;Réemploi;250904-01;25x100;Equal Measure EM552 7888008 Oldtown Ave;314;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/2284-2-768-odsk.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Interface Equal Measure EM552 (2)-FgHC.pdf
25.2;Interface;Produit à venir;251003-01_welltek_12/25;50x50;Composure 4169014 Contemplate;504;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Contemplate-de-tail-6KDK.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Composure Graphlex-gfYd.pdf
22.4;Desso;Fin de série;241203-01;50x50;Arcade B023 9107;107;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Desso-Arcade-B023-6UMZ.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Desso Arcade-7ka5.pdf
19.5;Modulyss;Réemploi;LAB SERVICES;100x100;First Define 914;781;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/28-914-50x50-A-5Qhn.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Modulyss First Define Datasheet-PE0z.pdf
16.8;Interface;Produit à venir;251101-01_attente nettoyage ;50x50;Fastforward 608121 Granite;710;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/10811-EVJb.jpeg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/302109 Hawk-bXsZ.pdf
25;Interface;Fin de série;Mr_Rouni;50x50;Recreation SONE 4313007 Construction;330;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Interface-Recreation-7eCR.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Interface Recreation-Afz3.pdf
25.2;Desso;Réemploi;250304-02_icade;50x50;Desert SoundMaster XLite 9517;290;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/9517-Tj5x.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Desso Desert EcoBase SoundMaster-HCBg.pdf
22.4;Interface;Produit à venir;250502-01_attente nettoyage;50x50;Output Lines 4221002 Prussian;226;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Orak-WebApp-Output-Lines-7uRo.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Interface Output Lines-1M1L.pdf
19.6;Desso;Produit à venir;250502-02-attente nettoyage;50x50;Neo 9511;89;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/9f00bff6-4add-464c-a97d-441542fb7e2f-2-oP0l.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Desso Neo 9511-TOPX.pdf
25.2;Interface;Produit à venir;251005-01;50x50;Composure 4169019 Patience;122;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Patience-de-tail-G33p.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Interface Composure-PePU.pdf
24.5;Desso;Produit à venir;Yannick_16/12_sur chantier;50x50;Desert B882 2907;960;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/TH-Desert-2917-PbFL.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Desso Desert B882-qWYd.pdf
24.5;Desso;Produit à venir;Yannick_16/12_sur chantier;50x50;Desert B882 9094;240;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/TH-Desert-9094-Hi36.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Desso Desert B882 (1)-wHIK.pdf
25.2;Milliken;Produit à venir;251202-01;45.7x45.7;Culture Canvas ST06-25 One Liner;600;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/SAT06-25-h-r2fm.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/DATASHEET_MILLIKEN_Culture Canvas 45,7x45,7cm_Street Art SAT06-25 ONE LINER-KeuK.pdf
19.6;Interface;Réemploi;251204-01;50x50;Transformation 1628043 Challenger;433;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Interface-transformation-Chalenger-07sT.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/1628043 CHALLENGER-HduP.pdf
20.6;Desso;Réemploi;250301-01;50x50;Grids SoundMaster 9027;134;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Grids-9027-O2Ia.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Desso Grids SoundMaster-bSym.pdf
25.2;Interface;Réemploi;260104-01;50x50;Composure 4169020 Secure;126;//cf.appdrag.com/optimal-karpet-21fc7a/uploads/Secure-detail-es8P.jpg;//cf.appdrag.com/optimal-karpet-21fc7a/CloudBackend/files/Datasheet Interface Composure-lxDd.pdf